real,pred
"[0.259179677049289, 0.2638161845293319, 0.2174487200683113, 0.1375796742956539, 0.0701986547225838, 0.0224394288861416, 0.0023221892950843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0074040928723558, 0.0196113782812481]","[0.23873060941696167, 0.258463978767395, 0.23090475797653198, 0.14601345360279083, 0.06765827536582947, 0.020978115499019623, 0.0042020538821816444, 0.0008722390048205853, 0.0001634008513065055, 9.738313383422792e-05, 9.69941247603856e-05, 0.0001498617057222873, 0.0005541048594750464, 0.0014243964105844498, 0.008471847511827946, 0.02121850661933422]"
"[0.2652500528196918, 0.2625191559126104, 0.2105918495881494, 0.1325727255197065, 0.0685977766322158, 0.021410203136364, 0.0015132144423317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0102899123181656, 0.0272551096307645]","[0.2867146134376526, 0.28198862075805664, 0.21953192353248596, 0.11467855423688889, 0.04048696532845497, 0.00875534862279892, 0.0012665389804169536, 0.000279678322840482, 7.12292967364192e-05, 8.295787120005116e-05, 0.0001452445867471397, 0.00027848995523527265, 0.0010251411003991961, 0.0023186160251498222, 0.012236765585839748, 0.03013935312628746]"
"[0.2432478219190654, 0.2479215160187626, 0.2090333890918197, 0.1413059212817687, 0.0815616363535686, 0.0329965604274816, 0.007631245162389, 0.0010209390320699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000226738535969, 0.0098164970336413, 0.0252377351434638]","[0.279911607503891, 0.28667280077934265, 0.2212515026330948, 0.11607228219509125, 0.0402182936668396, 0.008570574223995209, 0.001243883278220892, 0.00026547705056145787, 6.835631938884035e-05, 8.058099774643779e-05, 0.0001369650854030624, 0.00027082854649052024, 0.000993514433503151, 0.0022488615941256285, 0.012174575589597225, 0.029819872230291367]"
"[0.2029860712091379, 0.2246105977125672, 0.2087628329731537, 0.1553634859153541, 0.1007649721359397, 0.0513491594137889, 0.0189778298010896, 0.003828643301279, 0.0, 0.0, 0.0, 0.0, 0.0002588538796802, 0.0012035035601188, 0.0096458230095806, 0.0222482270883098]","[0.2668154239654541, 0.28085020184516907, 0.22543716430664062, 0.12536069750785828, 0.04750500246882439, 0.011519845575094223, 0.0019982175435870886, 0.0004611604381352663, 0.00011934523354284465, 0.00012340863759163767, 0.00019276257080491632, 0.0003528058878146112, 0.0011191327357664704, 0.002226712182164192, 0.010658566839993, 0.025259612128138542]"
"[0.1544353766589106, 0.1946074300512936, 0.2045593515825196, 0.1701270942832357, 0.1243394626980377, 0.0770318061459912, 0.0378590939607121, 0.0112058594713012, 0.0006120463626574, 0.0, 0.0, 0.0, 0.0004136661687079, 0.0015683098289352, 0.0074876448569477, 0.0157528579307495]","[0.22889100015163422, 0.2615898847579956, 0.23009945452213287, 0.1489579826593399, 0.0691981166601181, 0.022976858541369438, 0.0051724608056247234, 0.001191234914585948, 0.0002472744381520897, 0.00016306259203702211, 0.0001683621812844649, 0.0002720465126913041, 0.0008527226746082306, 0.001738590537570417, 0.008409432135522366, 0.020071441307663918]"
"[0.1155169759791426, 0.1655667011759278, 0.1946949668027897, 0.1790879781975098, 0.1448501295099738, 0.1032494557791365, 0.0599101050009761, 0.0218659493600008, 0.002588428384624, 0.0, 0.0, 0.0, 0.000254203716144, 0.0011073177962453, 0.0039187145834886, 0.0073890737140404]","[0.18155498802661896, 0.22237540781497955, 0.22593903541564941, 0.17260047793388367, 0.10506127029657364, 0.05023888498544693, 0.016237881034612656, 0.0039973268285393715, 0.0007127136923372746, 0.00025720789562910795, 0.00015570853429380804, 0.0001781965111149475, 0.00048778351629152894, 0.0011113898362964392, 0.005662147421389818, 0.013429607264697552]"
"[0.0904601835364076, 0.1419796400398714, 0.179414129004637, 0.1767191599758892, 0.1544280627901793, 0.1216876659164785, 0.0795819720702859, 0.036657192124866, 0.0099172409315057, 0.0017658985028672, 0.0, 0.0, 0.0, 0.0014391573994618, 0.0029586653325383, 0.0029910323750115]","[0.14835768938064575, 0.1894863098859787, 0.20442382991313934, 0.17472483217716217, 0.12952303886413574, 0.08330666273832321, 0.041643839329481125, 0.013242690823972225, 0.002642459236085415, 0.0006641171639785171, 0.00023303368652705103, 0.00018219540652353317, 0.0003259101649746299, 0.000703922298271209, 0.003226818284019828, 0.007312597241252661]"
"[0.0848113417388728, 0.1330131783403841, 0.1680326522958952, 0.1668457953235778, 0.149707350851568, 0.1242762372431691, 0.0893418973680985, 0.0504785729290589, 0.0203908313938387, 0.0053663744638714, 0.0, 0.0, 0.0, 0.0018739473464859, 0.003335800771135, 0.002526019934044]","[0.12111639231443405, 0.16550949215888977, 0.18940259516239166, 0.17246653139591217, 0.13807544112205505, 0.10541331022977829, 0.06594924628734589, 0.025857994332909584, 0.006296320352703333, 0.001433352823369205, 0.00040484440978616476, 0.00024167446827050298, 0.0002966150641441345, 0.0005366611876524985, 0.002121936995536089, 0.004877618979662657]"
"[0.0936309873332183, 0.1371367755963971, 0.1635729835607412, 0.1545458886763601, 0.1345006617895436, 0.1133182042161969, 0.0882930810989405, 0.0590042867779303, 0.0312991184209546, 0.0137583846437502, 0.0043895582932249, 0.0016682066061169, 0.0, 0.0013379654471902, 0.0022059320922443, 0.0013379654471902]","[0.10523882508277893, 0.15035241842269897, 0.17989814281463623, 0.1683540940284729, 0.14237505197525024, 0.11722827702760696, 0.08169548958539963, 0.03645559772849083, 0.009797435253858566, 0.0020950185135006905, 0.0004828842356801033, 0.00023615892860107124, 0.00023560374393127859, 0.00041210619383491576, 0.0015865314053371549, 0.0035563758574426174]"
"[0.1089502743205818, 0.1433128886167781, 0.1563437337307681, 0.1371421220777655, 0.1135244518894822, 0.094214105766999, 0.0786075062698357, 0.0628956243883226, 0.0445281563475116, 0.0296009040984001, 0.0162727901657937, 0.0068866011902735, 0.0006101952652323, 0.0008469109847285, 0.0022919650014572, 0.0039717698860697]","[0.10992667824029922, 0.15222704410552979, 0.1698116660118103, 0.15660367906093597, 0.13190525770187378, 0.11251337081193924, 0.08446279168128967, 0.04829247295856476, 0.0190516896545887, 0.005845555104315281, 0.0018491355003789067, 0.000906603701878339, 0.0006777917151339352, 0.0007147497963160276, 0.0017700106836855412, 0.003441460197791457]"
"[0.1193801383866379, 0.1454028787581499, 0.1463153621534144, 0.1197530855445432, 0.0954962984137906, 0.0772819030112374, 0.0673630750949284, 0.0627024501553807, 0.0545791333002996, 0.044702745705588, 0.0311810693564827, 0.0162565282810103, 0.0036769170628904, 0.0017730094373702, 0.0049805404456472, 0.0091548648926283]","[0.11986814439296722, 0.15712125599384308, 0.1652982085943222, 0.1497613489627838, 0.1251886487007141, 0.10905501246452332, 0.08357737213373184, 0.05173065513372421, 0.021869665011763573, 0.007172900717705488, 0.0023071218747645617, 0.0010661875130608678, 0.0006967991357669234, 0.0007111462764441967, 0.0015391509514302015, 0.0030364238191396]"
"[0.1178532818183583, 0.1426678869190046, 0.1414417112083894, 0.1129728372857219, 0.0886134220569599, 0.0702567787091551, 0.0618774397281693, 0.0605543298319878, 0.0573648361461793, 0.0508202067612474, 0.0405042486877547, 0.0261302690094978, 0.0102709927920918, 0.0037072495461787, 0.0053480703138494, 0.0096164391854538]","[0.12811990082263947, 0.16614322364330292, 0.16940386593341827, 0.14227473735809326, 0.11494191735982895, 0.0948607549071312, 0.07372522354125977, 0.049367330968379974, 0.0272934902459383, 0.01264526043087244, 0.006217899266630411, 0.0035793944261968136, 0.002322048181667924, 0.0017770157428458333, 0.002698015421628952, 0.004629987291991711]"
"[0.1083951596106839, 0.1377574205397598, 0.1425247672113819, 0.1172731239332251, 0.0935565249048145, 0.0742993661982552, 0.0641385196093896, 0.0593390955357203, 0.0546913757829804, 0.048159150623911, 0.0407006749506518, 0.0300870987009538, 0.01545645042855, 0.0054757329809165, 0.0032186668966765, 0.0049268720921289]","[0.12490443140268326, 0.16783340275287628, 0.1705217957496643, 0.1361982673406601, 0.104366734623909, 0.08369903266429901, 0.06509162485599518, 0.04896963760256767, 0.03171028569340706, 0.020482301712036133, 0.014476515352725983, 0.009922316297888756, 0.006569643504917622, 0.004118331242352724, 0.004729477688670158, 0.006406240165233612]"
"[0.0939843697194122, 0.1270068036118539, 0.1421988414076366, 0.126927872104262, 0.1060305739366434, 0.0851726339990857, 0.0715569060831216, 0.0612598030785965, 0.0521556968819714, 0.0442004148964347, 0.0375324339124811, 0.0281234776414904, 0.0155204812985563, 0.0059084125997654, 0.0015321885750934, 0.0008890902535948]","[0.13422459363937378, 0.1774987131357193, 0.1752791702747345, 0.1400255560874939, 0.10813947767019272, 0.08391682058572769, 0.062066566199064255, 0.04308828338980675, 0.025212178006768227, 0.014948979020118713, 0.010046315379440784, 0.007093830034136772, 0.005034975241869688, 0.0033478247933089733, 0.004146006889641285, 0.005930715706199408]"
"[0.0640950778408247, 0.0968090290763717, 0.1231778315802114, 0.1249363304564974, 0.1141055584502778, 0.0969656378060009, 0.08308916239291, 0.0710025464140961, 0.0600770047056862, 0.0519105278868743, 0.0457686657867557, 0.0355865106177869, 0.0196294774986147, 0.0083297645169149, 0.0033583751607408, 0.0011584998094359]","[0.12856997549533844, 0.17088283598423004, 0.17416514456272125, 0.1437162607908249, 0.11119668185710907, 0.08828604966402054, 0.06604768335819244, 0.046688467264175415, 0.02679772861301899, 0.01494597364217043, 0.008994782343506813, 0.0057206060737371445, 0.0037170860450714827, 0.0025524278171360493, 0.0031496433075517416, 0.004568652715533972]"
"[0.0282899582674093, 0.0538554711034925, 0.0855581345176175, 0.1053805773961651, 0.111586001254385, 0.1059046337232586, 0.0979200667364248, 0.0896863591232919, 0.079993393090149, 0.0711512078243277, 0.0640657958851733, 0.0518448943908319, 0.0304614452425936, 0.0147462394183702, 0.006923101952091, 0.0026327200744178]","[0.09783734381198883, 0.14493031799793243, 0.16086061298847198, 0.1400083303451538, 0.11501289904117584, 0.09550447762012482, 0.07849114388227463, 0.05829804018139839, 0.03950010612607002, 0.025039849802851677, 0.016351742669939995, 0.010356960818171501, 0.0060460614040493965, 0.003593959379941225, 0.003535730531439185, 0.004632440861314535]"
"[0.0056339203175185, 0.0186739558210465, 0.0457083697633382, 0.076746116387585, 0.1002842304045011, 0.1094460823415842, 0.1111933338211077, 0.1087067343674775, 0.1011565528722304, 0.090963764780089, 0.0816162900963264, 0.0677691389402657, 0.0444781982229765, 0.0239403933518153, 0.0105488329939014, 0.0031340855182358]","[0.05750846117734909, 0.10343914479017258, 0.1337963342666626, 0.12502332031726837, 0.11043383181095123, 0.09924380481243134, 0.08896549791097641, 0.075981505215168, 0.060663554817438126, 0.047435659915208817, 0.03829605504870415, 0.02623436227440834, 0.01489856094121933, 0.007273571565747261, 0.005312838591635227, 0.005493457429111004]"
"[0.0, 0.0025640913162717, 0.0230949864734886, 0.0568709405115506, 0.0876348922430711, 0.1048284221082826, 0.1146641268464954, 0.1166597736331398, 0.1111147929168484, 0.1019121712613825, 0.0938800706327132, 0.0793743309042997, 0.0551030076921228, 0.0315708807100324, 0.0150029900630214, 0.0057245226872791]","[0.02969987876713276, 0.06157330423593521, 0.09189171344041824, 0.10003265738487244, 0.10107452422380447, 0.09643842279911041, 0.09536527842283249, 0.09134026616811752, 0.08210059255361557, 0.07401127368211746, 0.0670827254652977, 0.0520331971347332, 0.03056243807077408, 0.013179549016058445, 0.007438949774950743, 0.00617527449503541]"
"[0.0032957091824848, 0.009389906885857, 0.0303617536403326, 0.0573098964967636, 0.0798649529521475, 0.0932838685112531, 0.1044312859723918, 0.1093794468916098, 0.1071586456671993, 0.1011071397565869, 0.097134900480091, 0.0850559842099207, 0.060528843847299, 0.0356100023376135, 0.0180694437144614, 0.0080182194539874]","[0.024014050140976906, 0.0495527945458889, 0.07594101876020432, 0.08863497525453568, 0.09432719647884369, 0.09578680247068405, 0.09893850982189178, 0.09855290502309799, 0.09364824742078781, 0.08433224260807037, 0.0780043974518776, 0.05796240270137787, 0.03363097459077835, 0.01370957586914301, 0.007324426434934139, 0.005639385432004929]"
"[0.0180199280044949, 0.0372146089422309, 0.0611984347204101, 0.0746330313121295, 0.0814385909295181, 0.0849061156491213, 0.0921132359858817, 0.0966619859559106, 0.0954074236253011, 0.0918790252156511, 0.0894604638350355, 0.0768767631555038, 0.0517887243850698, 0.0290340651287112, 0.0137866184519222, 0.0055809847031072]","[0.0285769272595644, 0.053772784769535065, 0.07917618006467819, 0.087311752140522, 0.09246746450662613, 0.09306194633245468, 0.09463191032409668, 0.09548169374465942, 0.09074542671442032, 0.0829685851931572, 0.07729299366474152, 0.05881798267364502, 0.035452622920274734, 0.01514610555022955, 0.008542139083147049, 0.006553427781909704]"
"[0.0446534731357493, 0.0724438791030037, 0.0918155479386868, 0.0888554437932246, 0.082868871094739, 0.0784506012127909, 0.081624295348065, 0.0841523578141979, 0.0834486639825849, 0.0816970978560139, 0.0788172981095413, 0.0659279712267758, 0.0407809034328512, 0.0181513210771555, 0.0050525261991207, 0.0012597486754987]","[0.038558296859264374, 0.06728668510913849, 0.08912570774555206, 0.08985792845487595, 0.08869019150733948, 0.08539199829101562, 0.0875009223818779, 0.08746164292097092, 0.08231362700462341, 0.07629358768463135, 0.0730849876999855, 0.058934345841407776, 0.03821251541376114, 0.01732841692864895, 0.011081041768193245, 0.008878086693584919]"
"[0.0700063079843528, 0.0934796415460162, 0.1013668437880713, 0.0857858226633381, 0.0733929627100791, 0.0650986479950171, 0.067359265977697, 0.0725423007528383, 0.0768541796894056, 0.0786068814230321, 0.0792595260945999, 0.0691838985503444, 0.0435845725809824, 0.0183064363878802, 0.0042370346409794, 0.0009356772153655]","[0.06228313222527504, 0.09740755707025528, 0.1148015484213829, 0.10341820120811462, 0.0901496410369873, 0.08143005520105362, 0.07579270750284195, 0.07285258173942566, 0.06625030934810638, 0.060101792216300964, 0.05850045010447502, 0.048488449305295944, 0.03222546726465225, 0.015711426734924316, 0.010958002880215645, 0.009628670290112495]"
"[0.076411748888698, 0.0901996781248667, 0.0872346435599597, 0.0652642330149342, 0.0519371817203925, 0.0454510962419433, 0.0501553204733915, 0.0603540783008397, 0.0721935451583718, 0.0798367146191783, 0.0879113547322273, 0.0868299669106724, 0.0658356406351141, 0.039758895986077, 0.0233335993193201, 0.0172923023140125]","[0.08643093705177307, 0.12096181511878967, 0.12767188251018524, 0.10232365131378174, 0.08181995153427124, 0.07038534432649612, 0.06227901950478554, 0.05903531610965729, 0.05486395210027695, 0.05265010520815849, 0.05391848459839821, 0.04887520521879196, 0.03480440750718117, 0.018271952867507935, 0.01314671989530325, 0.012561184354126453]"
"[0.07524621471315, 0.0858144649899402, 0.076248969121238, 0.0492861950581142, 0.0346533274864112, 0.0291508815640924, 0.0359681434149968, 0.049825788601363, 0.0670323542486675, 0.0812076641869801, 0.0962882737092828, 0.1034081880131126, 0.0851541239240285, 0.0570708411453429, 0.0395275798625319, 0.0341169899607473]","[0.09381703287363052, 0.12224241346120834, 0.11765603721141815, 0.08313435316085815, 0.06152445450425148, 0.0505237877368927, 0.04606765881180763, 0.0490734688937664, 0.051160458475351334, 0.055774904787540436, 0.06600991636514664, 0.06883254647254944, 0.05580515414476395, 0.03243563696742058, 0.023701926693320274, 0.02224029414355755]"
"[0.0728702839584717, 0.0884807648688259, 0.0765693862914836, 0.0421108212635847, 0.021881382287842, 0.014935924263374, 0.022082257556312, 0.0399560394674241, 0.0634757310930963, 0.0846294329233473, 0.1051415875942309, 0.1183022530316106, 0.10123305314763, 0.0682366284180274, 0.0444858334735506, 0.0356086203611882]","[0.0878114253282547, 0.11028724163770676, 0.10368642956018448, 0.06837736815214157, 0.04787982627749443, 0.03756161779165268, 0.0347127728164196, 0.039563048630952835, 0.04606558755040169, 0.05692843720316887, 0.07569153606891632, 0.08726897835731506, 0.07817094027996063, 0.051670148968696594, 0.03920852765440941, 0.03511612117290497]"
"[0.05966754295845, 0.0832003571609786, 0.0792244340801678, 0.0472703947742375, 0.0249798670412858, 0.0145636806911899, 0.0183294107883296, 0.039103174731394, 0.0670525458718295, 0.0897602562840795, 0.1104107406425507, 0.1227961536603977, 0.1047303188796411, 0.0708616740608141, 0.0421116273897829, 0.0259378209848705]","[0.07461059838533401, 0.0892837792634964, 0.07928857952356339, 0.04844256117939949, 0.03161906823515892, 0.024445852264761925, 0.023590022698044777, 0.03119015134871006, 0.043133124709129333, 0.060705095529556274, 0.0885600596666336, 0.11033876985311508, 0.10660234838724136, 0.07705400139093399, 0.05945023149251938, 0.05168576166033745]"
"[0.0422413032471572, 0.0656051350106734, 0.0749525494810702, 0.0601308785415207, 0.0455037698916886, 0.0347747834656188, 0.0354981184614829, 0.050559601958324, 0.0726462559029351, 0.0909100298289183, 0.1083065262528675, 0.1149724050215818, 0.0913483900919895, 0.0583891687829607, 0.0340120172399558, 0.0201490668212545]","[0.06704004108905792, 0.0828426405787468, 0.0726754292845726, 0.04490574449300766, 0.0289724450558424, 0.022201301530003548, 0.02165788598358631, 0.029382828623056412, 0.04208189621567726, 0.0617537759244442, 0.0916774570941925, 0.11629354953765869, 0.11479652673006058, 0.0844627097249031, 0.06465011835098267, 0.05460561066865921]"
"[0.0297308926076529, 0.0473405847177832, 0.0672452381301935, 0.0725712049741662, 0.0684881839465259, 0.0604336908900602, 0.0603032288147989, 0.0682730923325911, 0.081829912578156, 0.0946786513266586, 0.1069670817446225, 0.1039128675501934, 0.0705241098620885, 0.0357977991722652, 0.0190119783272215, 0.0128914830250217]","[0.06535236537456512, 0.08672819286584854, 0.08584992587566376, 0.059433791786432266, 0.043253447860479355, 0.035591501742601395, 0.03478919714689255, 0.042559582740068436, 0.05279970169067383, 0.06765172630548477, 0.09059136360883713, 0.10407374054193497, 0.09471434354782104, 0.060389403253793716, 0.04234185814857483, 0.033879850059747696]"
"[0.0177694953737433, 0.0309010867985951, 0.0546198476645267, 0.0735528476938136, 0.0812908697059272, 0.0825614359277589, 0.0866442491666868, 0.0909860356709468, 0.0968008872846444, 0.1017609174644795, 0.1046806336575074, 0.0918929550464562, 0.0551941670264832, 0.0208176079747875, 0.0070556752624125, 0.0034712882812304]","[0.04088153690099716, 0.06356187164783478, 0.07814718037843704, 0.0661759302020073, 0.05964764580130577, 0.05557693913578987, 0.0573640838265419, 0.06579767167568207, 0.0724932923913002, 0.08296607434749603, 0.0976022332906723, 0.09882935881614685, 0.07789280265569687, 0.04116855561733246, 0.024312570691108704, 0.017582301050424576]"
"[0.0085113755418501, 0.0160478850852393, 0.0342205532785364, 0.0568651544417154, 0.0759314319568297, 0.0882155819642337, 0.1002566061357782, 0.1095030927884123, 0.1138353583032616, 0.1118513417461358, 0.107517565889796, 0.0901977548794077, 0.053332083464281, 0.0210231495022604, 0.0084514688549715, 0.0042395961672903]","[0.01572088524699211, 0.03272131457924843, 0.05457421764731407, 0.06672552227973938, 0.07426976412534714, 0.07744349539279938, 0.0880778580904007, 0.09499694406986237, 0.09655021131038666, 0.09874274581670761, 0.10379467159509659, 0.08995373547077179, 0.0595557801425457, 0.02561936154961586, 0.012837022542953491, 0.008416545577347279]"
"[0.001591242575077, 0.0036954769030247, 0.0130585748226964, 0.0315896822090886, 0.0561834400801477, 0.0788128977641254, 0.1010779438746671, 0.1199674080943663, 0.1293788653657076, 0.1287143917397565, 0.123881425646921, 0.1059050936139101, 0.0635939931461766, 0.0262329300946279, 0.0106193333048959, 0.0056973007648106]","[0.006968128029257059, 0.017358016222715378, 0.03675050660967827, 0.058057352900505066, 0.08008484542369843, 0.09378264844417572, 0.10844108462333679, 0.11137174814939499, 0.1107618510723114, 0.10647387057542801, 0.10403746366500854, 0.08383160829544067, 0.048607487231492996, 0.01974857598543167, 0.008448798209428787, 0.005276021081954241]"
"[0.0001445581199677, 0.0002383360472433, 0.0025409326534607, 0.010797071037288, 0.0289400302470167, 0.0538246210937888, 0.0829535616141681, 0.1127682647410813, 0.1334585465499923, 0.1428490340562863, 0.1439148613237284, 0.1292791056333077, 0.0862260152580288, 0.0431698291744098, 0.0190665956901298, 0.0098286367601018]","[0.0035203841980546713, 0.008329027332365513, 0.018996870145201683, 0.03620331361889839, 0.06099632382392883, 0.08413571864366531, 0.10784731805324554, 0.11681719869375229, 0.1226271316409111, 0.12096617370843887, 0.12150183320045471, 0.09990644454956055, 0.0604177862405777, 0.023457756265997887, 0.009291821159422398, 0.00498489523306489]"
"[0.0, 0.0, 4.53685339873255e-05, 0.00182649176277, 0.0099655129512586, 0.0279226333484281, 0.0578424033239881, 0.0944877137848238, 0.1258753625736465, 0.1468120661064608, 0.1577622335751476, 0.1522734985811484, 0.1145749924234696, 0.0650239178605004, 0.0298486742962518, 0.0157391308781181]","[0.0009349330211989582, 0.0018689451972022653, 0.0042837332002818584, 0.009944180026650429, 0.02440498396754265, 0.047282781451940536, 0.08306977897882462, 0.11151500791311264, 0.12916924059391022, 0.13757076859474182, 0.15139536559581757, 0.13555654883384705, 0.09645374864339828, 0.04164459928870201, 0.01671142876148224, 0.008193979039788246]"
